timestamp,price
2024-05-21 21:03:32.752,1115038235.8047261
2024-05-21 22:03:29.295,1115585048.2438443
2024-05-21 23:04:10.234,1123198070.3049345
2024-05-22 00:06:33.316,1123245051.2782295
2024-05-22 01:07:19.741,1118325404.8469725
2024-05-22 02:04:33.441,1120590393.887536
2024-05-22 03:04:51.466,1119287763.933072
2024-05-22 04:07:24.169,1118469818.2562168
2024-05-22 05:05:22.922,1115204031.5193188
2024-05-22 06:04:31.569,1117939584.163363
2024-05-22 07:01:16.291,1118049184.7918441
2024-05-22 08:06:28.069,1116755222.4426715
2024-05-22 09:04:48.558,1121506527.0340476
2024-05-22 10:04:51.640,1123110034.4551632
2024-05-22 11:08:38.272,1125520393.780159
2024-05-22 12:00:53.619,1120976879.3604221
2024-05-22 13:02:28.434,1116309950.2728894
2024-05-22 14:02:16.524,1114019380.2113738
2024-05-22 15:08:12.918,1124641174.4821064
2024-05-22 16:00:25.782,1130034653.0326078
2024-05-22 17:00:08.290,1126006559.28954
2024-05-22 18:03:53.564,1119021632.222154
2024-05-22 19:01:28.712,1115685056.5169961
2024-05-22 20:03:35.223,1119329592.2373848
2024-05-22 21:06:12.094,1112477968.4753027
2024-05-22 22:04:07.223,1114362717.0889666
2024-05-22 23:04:25.898,1108762158.0731258
2024-05-23 00:03:59.303,1109300267.0107956
2024-05-23 01:04:24.580,1114176269.62764
2024-05-23 02:06:05.691,1114717865.3314295
2024-05-23 03:04:30.773,1114490932.0687895
2024-05-23 04:09:07.823,1116308974.554457
2024-05-23 05:10:34.737,1115243155.717059
2024-05-23 06:02:09.676,1114336564.7679665
2024-05-23 07:04:43.346,1117243344.4866195
2024-05-23 08:03:44.295,1120342328.5632844
2024-05-23 09:07:17.300,1120602354.400242
2024-05-23 10:03:35.456,1119111524.2532508
2024-05-23 11:07:30.264,1115928299.7700577
2024-05-23 12:05:00.789,1121641641.0025032
2024-05-23 13:07:37.805,1111767216.0762827
2024-05-23 14:07:43.183,1089173521.54009
2024-05-23 15:04:59.563,1086982343.0092719
2024-05-23 16:05:24.674,1093073462.1644437
2024-05-23 17:05:39.010,1089192575.9595194
2024-05-23 18:06:39.688,1086201352.2077827
2024-05-23 19:07:48.478,1080856673.2373583
2024-05-23 20:03:28.686,1078909503.3327098
2024-05-23 21:00:45.064,1092584412.8975773
2024-05-23 22:05:20.437,1093099014.6976013
